content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,tokens,clean_tokens,stemmed_tokens,final_text
enak versi lama kmrn naik transjogja niat mau turun di pdam gemawang dari arah selatan lihat di aplikasi nya oke ada halte nya buat turun di pdam dari arah selatan eh pada kenyataannya ternyata halte sebelah kiri tuh gaada dari arah selatan ada nya cuma sebelah kanan aja padahal di aplikasi transjogja nya ada keselll kadang suka error pas d kos lihat transjogja nya masih jauh jadi nyantai eh pas udh sampe halte diliat lg ternyata bus nya dah lewat,3,2,,2022-12-08 15:09:48,,,"['enak', 'versi', 'lama', 'kmrn', 'naik', 'transjogja', 'niat', 'mau', 'turun', 'di', 'pdam', 'gemawang', 'dari', 'arah', 'selatan', 'lihat', 'di', 'aplikasi', 'nya', 'oke', 'ada', 'halte', 'nya', 'buat', 'turun', 'di', 'pdam', 'dari', 'arah', 'selatan', 'eh', 'pada', 'kenyataannya', 'ternyata', 'halte', 'sebelah', 'kiri', 'tuh', 'gaada', 'dari', 'arah', 'selatan', 'ada', 'nya', 'cuma', 'sebelah', 'kanan', 'aja', 'padahal', 'di', 'aplikasi', 'transjogja', 'nya', 'ada', 'keselll', 'kadang', 'suka', 'error', 'pas', 'd', 'kos', 'lihat', 'transjogja', 'nya', 'masih', 'jauh', 'jadi', 'nyantai', 'eh', 'pas', 'udh', 'sampe', 'halte', 'diliat', 'lg', 'ternyata', 'bus', 'nya', 'dah', 'lewat']","['enak', 'versi', 'kmrn', 'niat', 'turun', 'pdam', 'gemawang', 'arah', 'selatan', 'lihat', 'aplikasi', 'oke', 'halte', 'turun', 'pdam', 'arah', 'selatan', 'eh', 'kenyataannya', 'halte', 'sebelah', 'kiri', 'tuh', 'gaada', 'arah', 'selatan', 'sebelah', 'kanan', 'aplikasi', 'keselll', 'kadang', 'suka', 'error', 'pas', 'kos', 'lihat', 'nyantai', 'eh', 'pas', 'halte', 'diliat', 'lg', 'dah']","['enak', 'versi', 'kmrn', 'niat', 'turun', 'pdam', 'gawang', 'arah', 'selatan', 'lihat', 'aplikasi', 'oke', 'halte', 'turun', 'pdam', 'arah', 'selatan', 'eh', 'nyata', 'halte', 'belah', 'kiri', 'tuh', 'gaada', 'arah', 'selatan', 'belah', 'kanan', 'aplikasi', 'keselll', 'kadang', 'suka', 'error', 'pas', 'kos', 'lihat', 'nyantai', 'eh', 'pas', 'halte', 'liat', 'lg', 'dah']",enak versi kmrn niat turun pdam gawang arah selatan lihat aplikasi oke halte turun pdam arah selatan eh nyata halte belah kiri tuh gaada arah selatan belah kanan aplikasi keselll kadang suka error pas kos lihat nyantai eh pas halte liat lg dah
gk di update,1,0,2.1.3,2022-12-05 23:48:16,,,"['gk', 'di', 'update']",['update'],['update'],update
harusnya ada fitur pengaturan profilnya dan ditambah fitur fitur yang lainnya di udate lagi fiturnya diperbaiki bug bug yang ada supaya bisa berjalan dengan baik dan semua penggunanya juga menjadi tenang dan nyaman terimakasih,3,1,2.1.3,2022-11-26 11:41:44,,,"['harusnya', 'ada', 'fitur', 'pengaturan', 'profilnya', 'dan', 'ditambah', 'fitur', 'fitur', 'yang', 'lainnya', 'di', 'udate', 'lagi', 'fiturnya', 'diperbaiki', 'bug', 'bug', 'yang', 'ada', 'supaya', 'bisa', 'berjalan', 'dengan', 'baik', 'dan', 'semua', 'penggunanya', 'juga', 'menjadi', 'tenang', 'dan', 'nyaman', 'terimakasih']","['fitur', 'pengaturan', 'profilnya', 'ditambah', 'fitur', 'fitur', 'udate', 'fiturnya', 'diperbaiki', 'bug', 'bug', 'berjalan', 'baik', 'penggunanya', 'tenang', 'nyaman', 'terimakasih']","['fitur', 'atur', 'profil', 'tambah', 'fitur', 'fitur', 'udate', 'fiturnya', 'baik', 'bug', 'bug', 'jalan', 'baik', 'guna', 'tenang', 'nyaman', 'terimakasih']",fitur atur profil tambah fitur fitur udate fiturnya baik bug bug jalan baik guna tenang nyaman terimakasih
suka force close,1,0,2.1.2,2022-11-16 10:52:59,,,"['suka', 'force', 'close']","['suka', 'force', 'close']","['suka', 'force', 'close']",suka force close
membantu tapi harusnya sepanjang bus berjalan waktu tunggu juga ikut berkurang dong biar tidak bingung pas jalan bus ya di aplikasi jg gaada pergerakan di gambar bus jadi bingung menunggu nya sama aja kya tidak pakai aplikasi,2,1,2.1.3,2022-11-14 22:44:29,,,"['membantu', 'tapi', 'harusnya', 'sepanjang', 'bus', 'berjalan', 'waktu', 'tunggu', 'juga', 'ikut', 'berkurang', 'dong', 'biar', 'tidak', 'bingung', 'pas', 'jalan', 'bus', 'ya', 'di', 'aplikasi', 'jg', 'gaada', 'pergerakan', 'di', 'gambar', 'bus', 'jadi', 'bingung', 'menunggu', 'nya', 'sama', 'aja', 'kya', 'tidak', 'pakai', 'aplikasi']","['membantu', 'berjalan', 'tunggu', 'berkurang', 'biar', 'bingung', 'pas', 'jalan', 'aplikasi', 'jg', 'gaada', 'pergerakan', 'gambar', 'bingung', 'menunggu', 'kya', 'pakai', 'aplikasi']","['bantu', 'jalan', 'tunggu', 'kurang', 'biar', 'bingung', 'pas', 'jalan', 'aplikasi', 'jg', 'gaada', 'gera', 'gambar', 'bingung', 'tunggu', 'kya', 'pakai', 'aplikasi']",bantu jalan tunggu kurang biar bingung pas jalan aplikasi jg gaada gera gambar bingung tunggu kya pakai aplikasi
kenapa a nya di gantii sama teman bus,1,0,2.1.3,2022-11-03 09:58:19,,,"['kenapa', 'a', 'nya', 'di', 'gantii', 'sama', 'teman', 'bus']","['a', 'gantii', 'teman']","['a', 'ganti', 'teman']",a ganti teman
mohon untuk jl simanjuntak di kasih halte portable ya terimakasih,3,0,2.1.3,2022-10-28 08:16:03,,,"['mohon', 'untuk', 'jl', 'simanjuntak', 'di', 'kasih', 'halte', 'portable', 'ya', 'terimakasih']","['mohon', 'jl', 'simanjuntak', 'kasih', 'halte', 'portable', 'terimakasih']","['mohon', 'jl', 'simanjuntak', 'kasih', 'halte', 'portable', 'terimakasih']",mohon jl simanjuntak kasih halte portable terimakasih
sangat membantu untuk mengetahui posisi bus jadi kita tidak harus menunggu terlalu lama jika sudah tahu posisi bus nya mantap,5,1,2.1.2,2022-10-28 05:27:07,,,"['sangat', 'membantu', 'untuk', 'mengetahui', 'posisi', 'bus', 'jadi', 'kita', 'tidak', 'harus', 'menunggu', 'terlalu', 'lama', 'jika', 'sudah', 'tahu', 'posisi', 'bus', 'nya', 'mantap']","['membantu', 'posisi', 'menunggu', 'posisi', 'mantap']","['bantu', 'posisi', 'tunggu', 'posisi', 'mantap']",bantu posisi tunggu posisi mantap
bagus,5,0,,2022-10-25 06:22:24,,,['bagus'],['bagus'],['bagus'],bagus
benerin dulu dh semuanya,1,0,2.1.3,2022-10-22 04:52:12,,,"['benerin', 'dulu', 'dh', 'semuanya']","['benerin', 'dh']","['benerin', 'dh']",benerin dh
error terus,1,0,2.1.3,2022-10-21 07:21:46,,,"['error', 'terus']",['error'],['error'],error
sangat membantu mungkin yg kasi bintang jelek itu hpnya blm canggih,5,1,2.1.3,2022-10-19 08:43:47,,,"['sangat', 'membantu', 'mungkin', 'yg', 'kasi', 'bintang', 'jelek', 'itu', 'hpnya', 'blm', 'canggih']","['membantu', 'kasi', 'bintang', 'jelek', 'hpnya', 'blm', 'canggih']","['bantu', 'kasi', 'bintang', 'jelek', 'hpnya', 'blm', 'canggih']",bantu kasi bintang jelek hpnya blm canggih
aplikasi nya sangat membantu sekali untuk tahu posisi bus ny tapi jgn pke plat tapi pke rute ny a a dll untuk bus nya istrht nya terlalu lama bngtttt dan posisi bus sering ngebug kdg kurang yakin,3,7,2.1.2,2022-10-11 07:43:31,,,"['aplikasi', 'nya', 'sangat', 'membantu', 'sekali', 'untuk', 'tahu', 'posisi', 'bus', 'ny', 'tapi', 'jgn', 'pke', 'plat', 'tapi', 'pke', 'rute', 'ny', 'a', 'a', 'dll', 'untuk', 'bus', 'nya', 'istrht', 'nya', 'terlalu', 'lama', 'bngtttt', 'dan', 'posisi', 'bus', 'sering', 'ngebug', 'kdg', 'kurang', 'yakin']","['aplikasi', 'membantu', 'posisi', 'ny', 'jgn', 'pke', 'plat', 'pke', 'rute', 'ny', 'a', 'a', 'dll', 'istrht', 'bngtttt', 'posisi', 'ngebug', 'kdg']","['aplikasi', 'bantu', 'posisi', 'ny', 'jgn', 'pke', 'plat', 'pke', 'rute', 'ny', 'a', 'a', 'dll', 'istrht', 'bngtttt', 'posisi', 'ngebug', 'kdg']",aplikasi bantu posisi ny jgn pke plat pke rute ny a a dll istrht bngtttt posisi ngebug kdg
buat pantau lokasi bus beberapa menit saja sudah nyedot kuota gb dah kaya download game moba aja,1,1,2.1.2,2022-10-11 04:31:29,,,"['buat', 'pantau', 'lokasi', 'bus', 'beberapa', 'menit', 'saja', 'sudah', 'nyedot', 'kuota', 'gb', 'dah', 'kaya', 'download', 'game', 'moba', 'aja']","['pantau', 'lokasi', 'menit', 'nyedot', 'kuota', 'gb', 'dah', 'kaya', 'download', 'game', 'moba']","['pantau', 'lokasi', 'menit', 'nyedot', 'kuota', 'gb', 'dah', 'kaya', 'download', 'game', 'moba']",pantau lokasi menit nyedot kuota gb dah kaya download game moba
supir bus melaju dan tidak berhenti di titik poin padahal saya sudah berdiri di titik poin kejadian tgl oktober pkl wib transjogja a ab ak titik poin depan resor sleman sektor depok timur,1,2,2.1.0,2022-10-04 11:28:13,,,"['supir', 'bus', 'melaju', 'dan', 'tidak', 'berhenti', 'di', 'titik', 'poin', 'padahal', 'saya', 'sudah', 'berdiri', 'di', 'titik', 'poin', 'kejadian', 'tgl', 'oktober', 'pkl', 'wib', 'transjogja', 'a', 'ab', 'ak', 'titik', 'poin', 'depan', 'resor', 'sleman', 'sektor', 'depok', 'timur']","['supir', 'melaju', 'berhenti', 'titik', 'poin', 'berdiri', 'titik', 'poin', 'kejadian', 'tgl', 'oktober', 'pkl', 'wib', 'a', 'ab', 'ak', 'titik', 'poin', 'resor', 'sleman', 'sektor', 'depok', 'timur']","['supir', 'laju', 'henti', 'titik', 'poin', 'diri', 'titik', 'poin', 'jadi', 'tgl', 'oktober', 'pkl', 'wib', 'a', 'ab', 'ak', 'titik', 'poin', 'resor', 'sleman', 'sektor', 'depok', 'timur']",supir laju henti titik poin diri titik poin jadi tgl oktober pkl wib a ab ak titik poin resor sleman sektor depok timur
bagus,5,0,2.0.9,2022-09-19 02:02:35,,,['bagus'],['bagus'],['bagus'],bagus
lancar jaya,5,0,,2022-09-17 07:25:26,,,"['lancar', 'jaya']","['lancar', 'jaya']","['lancar', 'jaya']",lancar jaya
baru install lagsung ada erorr api limit tolong diperbaiki,1,1,2.0.9,2022-09-16 08:28:48,,,"['baru', 'install', 'lagsung', 'ada', 'erorr', 'api', 'limit', 'tolong', 'diperbaiki']","['install', 'lagsung', 'erorr', 'api', 'limit', 'tolong', 'diperbaiki']","['install', 'lagsung', 'erorr', 'api', 'limit', 'tolong', 'baik']",install lagsung erorr api limit tolong baik
aplikasi sangat membantu saya untuk mengetahui bus yang akan saya gunakan ke suatu tujuann moskov op,1,0,2.0.9,2022-09-16 04:53:09,,,"['aplikasi', 'sangat', 'membantu', 'saya', 'untuk', 'mengetahui', 'bus', 'yang', 'akan', 'saya', 'gunakan', 'ke', 'suatu', 'tujuann', 'moskov', 'op']","['aplikasi', 'membantu', 'tujuann', 'moskov', 'op']","['aplikasi', 'bantu', 'tujuann', 'moskov', 'op']",aplikasi bantu tujuann moskov op
perlu dipoles lebih banyak biar joss terutama tentang informasi kedatangan bus nya overall sangat membantu,5,0,2.0.9,2022-09-13 11:27:06,,,"['perlu', 'dipoles', 'lebih', 'banyak', 'biar', 'joss', 'terutama', 'tentang', 'informasi', 'kedatangan', 'bus', 'nya', 'overall', 'sangat', 'membantu']","['dipoles', 'biar', 'joss', 'informasi', 'kedatangan', 'overall', 'membantu']","['poles', 'biar', 'joss', 'informasi', 'datang', 'overall', 'bantu']",poles biar joss informasi datang overall bantu
harus menunggu lama,3,0,2.0.9,2022-09-10 09:10:04,,,"['harus', 'menunggu', 'lama']",['menunggu'],['tunggu'],tunggu
benar membantu u org luar transjogja,5,0,2.0.9,2022-08-16 17:31:24,,,"['benar', 'membantu', 'u', 'org', 'luar', 'transjogja']","['membantu', 'u', 'org', 'luar']","['bantu', 'u', 'org', 'luar']",bantu u org luar
aplikasi ini sangat membantu rizal untuk pulang,5,0,2.0.9,2022-08-11 23:17:40,,,"['aplikasi', 'ini', 'sangat', 'membantu', 'rizal', 'untuk', 'pulang']","['aplikasi', 'membantu', 'rizal', 'pulang']","['aplikasi', 'bantu', 'rizal', 'pulang']",aplikasi bantu rizal pulang
memudahkan lari ngejar bus,5,0,2.0.8,2022-08-05 00:07:02,,,"['memudahkan', 'lari', 'ngejar', 'bus']","['memudahkan', 'lari', 'ngejar']","['mudah', 'lari', 'ngejar']",mudah lari ngejar
tolong diperbaikiiii,2,0,2.0.8,2022-07-30 12:31:04,,,"['tolong', 'diperbaikiiii']","['tolong', 'diperbaikiiii']","['tolong', 'diperbaikiiii']",tolong diperbaikiiii
tolong di perbaiki bugnya soalnya saya kesulitan melihat keberadaan transjogja transjogja soalnya saya anak sma plis di perbaiki,1,3,2.0.8,2022-07-25 07:34:57,,,"['tolong', 'di', 'perbaiki', 'bugnya', 'soalnya', 'saya', 'kesulitan', 'melihat', 'keberadaan', 'transjogja', 'transjogja', 'soalnya', 'saya', 'anak', 'sma', 'plis', 'di', 'perbaiki']","['tolong', 'perbaiki', 'bugnya', 'kesulitan', 'keberadaan', 'anak', 'sma', 'plis', 'perbaiki']","['tolong', 'baik', 'bugnya', 'sulit', 'ada', 'anak', 'sma', 'plis', 'baik']",tolong baik bugnya sulit ada anak sma plis baik
ada rute bus yang belum diupdate tapi berguna banget buat tahu bus dah sampai mana,5,0,2.0.8,2022-07-22 03:05:09,,,"['ada', 'rute', 'bus', 'yang', 'belum', 'diupdate', 'tapi', 'berguna', 'banget', 'buat', 'tahu', 'bus', 'dah', 'sampai', 'mana']","['rute', 'diupdate', 'berguna', 'banget', 'dah']","['rute', 'diupdate', 'guna', 'banget', 'dah']",rute diupdate guna banget dah
jalur bus a dan b yg armadanya sedikit tapi kalau jalan selisih nya tidak nyampe menit anak sy jadi sering ketinggalan bus padahal dah berangkat pagi,3,5,2.0.8,2022-07-19 07:55:38,,,"['jalur', 'bus', 'a', 'dan', 'b', 'yg', 'armadanya', 'sedikit', 'tapi', 'kalau', 'jalan', 'selisih', 'nya', 'tidak', 'nyampe', 'menit', 'anak', 'sy', 'jadi', 'sering', 'ketinggalan', 'bus', 'padahal', 'dah', 'berangkat', 'pagi']","['jalur', 'a', 'b', 'armadanya', 'jalan', 'selisih', 'nyampe', 'menit', 'anak', 'sy', 'ketinggalan', 'dah', 'berangkat', 'pagi']","['jalur', 'a', 'b', 'armada', 'jalan', 'selisih', 'nyampe', 'menit', 'anak', 'sy', 'tinggal', 'dah', 'berangkat', 'pagi']",jalur a b armada jalan selisih nyampe menit anak sy tinggal dah berangkat pagi
perlu dibenahi navigasinya,4,0,,2022-07-15 04:29:23,,,"['perlu', 'dibenahi', 'navigasinya']","['dibenahi', 'navigasinya']","['benah', 'navigasi']",benah navigasi
petugas tiket bus tidak mau menerima tiket yg dibeli dengan aplikasi transjogja transjogja ini yg jelas jelas di aplikasi bilangnya tunjukkan kode qr mu kepada petugas tiket bus,1,0,2.0.8,2022-07-14 03:36:38,,,"['petugas', 'tiket', 'bus', 'tidak', 'mau', 'menerima', 'tiket', 'yg', 'dibeli', 'dengan', 'aplikasi', 'transjogja', 'transjogja', 'ini', 'yg', 'jelas', 'jelas', 'di', 'aplikasi', 'bilangnya', 'tunjukkan', 'kode', 'qr', 'mu', 'kepada', 'petugas', 'tiket', 'bus']","['petugas', 'tiket', 'menerima', 'tiket', 'dibeli', 'aplikasi', 'aplikasi', 'bilangnya', 'tunjukkan', 'kode', 'qr', 'mu', 'petugas', 'tiket']","['tugas', 'tiket', 'terima', 'tiket', 'beli', 'aplikasi', 'aplikasi', 'bilang', 'tunjuk', 'kode', 'qr', 'mu', 'tugas', 'tiket']",tugas tiket terima tiket beli aplikasi aplikasi bilang tunjuk kode qr mu tugas tiket
assalamualaikum wr wb izin usul pak mohon tambahan rute yg langsung dari halte gamping rs sardjito halte rs sadjito gamping banyak masyarakat membutuhkan rute tersebut makasih wassalamu alaikum wr wb,4,0,2.0.8,2022-07-13 03:16:19,,,"['assalamualaikum', 'wr', 'wb', 'izin', 'usul', 'pak', 'mohon', 'tambahan', 'rute', 'yg', 'langsung', 'dari', 'halte', 'gamping', 'rs', 'sardjito', 'halte', 'rs', 'sadjito', 'gamping', 'banyak', 'masyarakat', 'membutuhkan', 'rute', 'tersebut', 'makasih', 'wassalamu', 'alaikum', 'wr', 'wb']","['assalamualaikum', 'wr', 'wb', 'izin', 'usul', 'mohon', 'tambahan', 'rute', 'langsung', 'halte', 'gamping', 'rs', 'sardjito', 'halte', 'rs', 'sadjito', 'gamping', 'masyarakat', 'membutuhkan', 'rute', 'makasih', 'wassalamu', 'alaikum', 'wr', 'wb']","['assalamualaikum', 'wr', 'wb', 'izin', 'usul', 'mohon', 'tambah', 'rute', 'langsung', 'halte', 'gamping', 'rs', 'sardjito', 'halte', 'rs', 'sadjito', 'gamping', 'masyarakat', 'butuh', 'rute', 'makasih', 'wassalamu', 'alaikum', 'wr', 'wb']",assalamualaikum wr wb izin usul mohon tambah rute langsung halte gamping rs sardjito halte rs sadjito gamping masyarakat butuh rute makasih wassalamu alaikum wr wb
bug sudah diperbaiki,5,1,2.0.8,2022-07-09 10:59:19,,,"['bug', 'sudah', 'diperbaiki']","['bug', 'diperbaiki']","['bug', 'baik']",bug baik
mantab aplikasi maju teros pokoke,5,0,2.0.7,2022-07-08 04:13:02,,,"['mantab', 'aplikasi', 'maju', 'teros', 'pokoke']","['mantab', 'aplikasi', 'maju', 'teros', 'pokoke']","['mantab', 'aplikasi', 'maju', 'ros', 'pokoke']",mantab aplikasi maju ros pokoke
sangat membantu,5,0,,2022-06-30 11:24:11,,,"['sangat', 'membantu']",['membantu'],['bantu'],bantu
error tak diperhatikan,2,0,2.0.6,2022-06-14 05:38:24,,,"['error', 'tak', 'diperhatikan']","['error', 'diperhatikan']","['error', 'perhati']",error perhati
setelah error bulan lalu terus update malah makin error aja appnya maps belum sampe muncul cuma layar blank doang,2,0,,2022-06-08 00:26:05,,,"['setelah', 'error', 'bulan', 'lalu', 'terus', 'update', 'malah', 'makin', 'error', 'aja', 'appnya', 'maps', 'belum', 'sampe', 'muncul', 'cuma', 'layar', 'blank', 'doang']","['error', 'update', 'error', 'appnya', 'maps', 'muncul', 'layar', 'blank', 'doang']","['error', 'update', 'error', 'appnya', 'maps', 'muncul', 'layar', 'blank', 'doang']",error update error appnya maps muncul layar blank doang
sering tidak ada posisi bus dimana,3,0,2.0.5,2022-06-06 04:22:33,,,"['sering', 'tidak', 'ada', 'posisi', 'bus', 'dimana']","['posisi', 'dimana']","['posisi', 'mana']",posisi mana
aplikasi nya error truss,1,0,2.0.5,2022-06-06 01:24:58,,,"['aplikasi', 'nya', 'error', 'truss']","['aplikasi', 'error', 'truss']","['aplikasi', 'error', 'truss']",aplikasi error truss
coba instal saat ini masih error di beberapa rute,1,0,2.0.5,2022-06-05 02:21:41,,,"['coba', 'instal', 'saat', 'ini', 'masih', 'error', 'di', 'beberapa', 'rute']","['coba', 'instal', 'error', 'rute']","['coba', 'instal', 'error', 'rute']",coba instal error rute
error kalau mau buka rute ke lokasi tujuan,3,1,,2022-05-29 12:26:16,,,"['error', 'kalau', 'mau', 'buka', 'rute', 'ke', 'lokasi', 'tujuan']","['error', 'buka', 'rute', 'lokasi', 'tujuan']","['error', 'buka', 'rute', 'lokasi', 'tuju']",error buka rute lokasi tuju
sering banget error apalagi disaat lagi dibutuhkan untuk melihat posisi bus yang akan lewat versinya dan tampilannya diupgrade baru tapi kualitasnya malah jauh lebih buruk dari yang sebelumnya tidak suka banget pengen uninstall tapi dibutuhkan,2,25,2.0.2,2022-05-20 10:10:09,,,"['sering', 'banget', 'error', 'apalagi', 'disaat', 'lagi', 'dibutuhkan', 'untuk', 'melihat', 'posisi', 'bus', 'yang', 'akan', 'lewat', 'versinya', 'dan', 'tampilannya', 'diupgrade', 'baru', 'tapi', 'kualitasnya', 'malah', 'jauh', 'lebih', 'buruk', 'dari', 'yang', 'sebelumnya', 'tidak', 'suka', 'banget', 'pengen', 'uninstall', 'tapi', 'dibutuhkan']","['banget', 'error', 'disaat', 'dibutuhkan', 'posisi', 'versinya', 'tampilannya', 'diupgrade', 'kualitasnya', 'buruk', 'suka', 'banget', 'pengen', 'uninstall', 'dibutuhkan']","['banget', 'error', 'saat', 'butuh', 'posisi', 'versi', 'tampil', 'diupgrade', 'kualitas', 'buruk', 'suka', 'banget', 'ken', 'uninstall', 'butuh']",banget error saat butuh posisi versi tampil diupgrade kualitas buruk suka banget ken uninstall butuh
mohon segera diperbaiki aplikasi error dari kemarin,1,2,2.0.2,2022-05-20 09:00:56,,,"['mohon', 'segera', 'diperbaiki', 'aplikasi', 'error', 'dari', 'kemarin']","['mohon', 'diperbaiki', 'aplikasi', 'error', 'kemarin']","['mohon', 'baik', 'aplikasi', 'error', 'kemarin']",mohon baik aplikasi error kemarin
bus ngebug tidak jalan jadi kurang yakin bus sudah sampai mana terus tidak bisa zoom in zoom out leluasa kadang bisa kadang tidak bisa enak versi lama bisa zoom in zoom out lancar sama bus berubah sesuai lokasi,3,17,2.0.2,2022-05-20 08:37:45,,,"['bus', 'ngebug', 'tidak', 'jalan', 'jadi', 'kurang', 'yakin', 'bus', 'sudah', 'sampai', 'mana', 'terus', 'tidak', 'bisa', 'zoom', 'in', 'zoom', 'out', 'leluasa', 'kadang', 'bisa', 'kadang', 'tidak', 'bisa', 'enak', 'versi', 'lama', 'bisa', 'zoom', 'in', 'zoom', 'out', 'lancar', 'sama', 'bus', 'berubah', 'sesuai', 'lokasi']","['ngebug', 'jalan', 'zoom', 'zoom', 'out', 'leluasa', 'kadang', 'kadang', 'enak', 'versi', 'zoom', 'zoom', 'out', 'lancar', 'berubah', 'sesuai', 'lokasi']","['ngebug', 'jalan', 'zoom', 'zoom', 'out', 'leluasa', 'kadang', 'kadang', 'enak', 'versi', 'zoom', 'zoom', 'out', 'lancar', 'ubah', 'sesuai', 'lokasi']",ngebug jalan zoom zoom out leluasa kadang kadang enak versi zoom zoom out lancar ubah sesuai lokasi
kenapa sering error dari kmaren error trus dimaps bus gk jalan,3,0,2.0.2,2022-05-20 06:37:40,,,"['kenapa', 'sering', 'error', 'dari', 'kmaren', 'error', 'trus', 'dimaps', 'bus', 'gk', 'jalan']","['error', 'kmaren', 'error', 'trus', 'dimaps', 'jalan']","['error', 'kmaren', 'error', 'trus', 'dimaps', 'jalan']",error kmaren error trus dimaps jalan
tidak akurat posisi bus tidak sesuai enakan versi sebelumnya,2,5,2.0.2,2022-05-20 03:46:55,,,"['tidak', 'akurat', 'posisi', 'bus', 'tidak', 'sesuai', 'enakan', 'versi', 'sebelumnya']","['akurat', 'posisi', 'sesuai', 'enakan', 'versi']","['akurat', 'posisi', 'sesuai', 'enak', 'versi']",akurat posisi sesuai enak versi
tidak worth it tidak akurat bus nya dimana titiknya dimana sampainya juga tidak akutat tolong lebih di perbaiki dong,1,2,2.0.2,2022-05-20 00:47:50,,,"['tidak', 'worth', 'it', 'tidak', 'akurat', 'bus', 'nya', 'dimana', 'titiknya', 'dimana', 'sampainya', 'juga', 'tidak', 'akutat', 'tolong', 'lebih', 'di', 'perbaiki', 'dong']","['worth', 'it', 'akurat', 'dimana', 'titiknya', 'dimana', 'sampainya', 'akutat', 'tolong', 'perbaiki']","['worth', 'it', 'akurat', 'mana', 'titik', 'mana', 'sampai', 'akutat', 'tolong', 'baik']",worth it akurat mana titik mana sampai akutat tolong baik
nice jadi tidak ketinggalan bus karna bisa lacak bus ada rute dan sekarang udah bisa beli tiket online,5,0,,2022-05-16 14:50:46,,,"['nice', 'jadi', 'tidak', 'ketinggalan', 'bus', 'karna', 'bisa', 'lacak', 'bus', 'ada', 'rute', 'dan', 'sekarang', 'udah', 'bisa', 'beli', 'tiket', 'online']","['nice', 'ketinggalan', 'karna', 'lacak', 'rute', 'beli', 'tiket', 'online']","['nice', 'tinggal', 'karna', 'lacak', 'rute', 'beli', 'tiket', 'online']",nice tinggal karna lacak rute beli tiket online
pas diupdate ui nya masih kurang enak karena susah untuk zoom in zoom out mapsnya terus tidak ada fitur untuk ngeliat posisi sekarang masih lebih enak versi sebelumnya pas belum diupdate,3,1,1.0.7,2022-05-13 02:40:44,,,"['pas', 'diupdate', 'ui', 'nya', 'masih', 'kurang', 'enak', 'karena', 'susah', 'untuk', 'zoom', 'in', 'zoom', 'out', 'mapsnya', 'terus', 'tidak', 'ada', 'fitur', 'untuk', 'ngeliat', 'posisi', 'sekarang', 'masih', 'lebih', 'enak', 'versi', 'sebelumnya', 'pas', 'belum', 'diupdate']","['pas', 'diupdate', 'ui', 'enak', 'susah', 'zoom', 'zoom', 'out', 'mapsnya', 'fitur', 'ngeliat', 'posisi', 'enak', 'versi', 'pas', 'diupdate']","['pas', 'diupdate', 'ui', 'enak', 'susah', 'zoom', 'zoom', 'out', 'mapsnya', 'fitur', 'ngeliat', 'posisi', 'enak', 'versi', 'pas', 'diupdate']",pas diupdate ui enak susah zoom zoom out mapsnya fitur ngeliat posisi enak versi pas diupdate
aplikasi yang sangat membantu saya bisa mengetahui posisi bus saya ada dimana,5,0,2.0.2,2022-05-13 00:40:55,,,"['aplikasi', 'yang', 'sangat', 'membantu', 'saya', 'bisa', 'mengetahui', 'posisi', 'bus', 'saya', 'ada', 'dimana']","['aplikasi', 'membantu', 'posisi', 'dimana']","['aplikasi', 'bantu', 'posisi', 'mana']",aplikasi bantu posisi mana
di transjogja saya ketemu pacar makasi,5,2,2.0.2,2022-05-10 10:24:23,,,"['di', 'transjogja', 'saya', 'ketemu', 'pacar', 'makasi']","['ketemu', 'pacar', 'makasi']","['ketemu', 'pacar', 'makas']",ketemu pacar makas
sangat memudahkan sekali asal tahu cara pakainya,5,0,2.0.0,2022-05-06 06:33:20,,,"['sangat', 'memudahkan', 'sekali', 'asal', 'tahu', 'cara', 'pakainya']","['memudahkan', 'pakainya']","['mudah', 'pakai']",mudah pakai
pak lebih enak lihat ini bus b a b daripada ngliat plat bus sebagai penumpang saya jadi tidak tahu bus terdekat itu bus apa,4,9,2.0.0,2022-04-18 10:30:31,"Hi kak Fiore, terimakasih atas masukkannya. Tunggu update dari kami yah :)",2022-04-22 06:37:57,"['pak', 'lebih', 'enak', 'lihat', 'ini', 'bus', 'b', 'a', 'b', 'daripada', 'ngliat', 'plat', 'bus', 'sebagai', 'penumpang', 'saya', 'jadi', 'tidak', 'tahu', 'bus', 'terdekat', 'itu', 'bus', 'apa']","['enak', 'lihat', 'b', 'a', 'b', 'ngliat', 'plat', 'penumpang', 'terdekat']","['enak', 'lihat', 'b', 'a', 'b', 'ngliat', 'plat', 'tumpang', 'dekat']",enak lihat b a b ngliat plat tumpang dekat
terimakasih broo,5,0,2.0.0,2022-04-15 08:31:06,,,"['terimakasih', 'broo']","['terimakasih', 'broo']","['terimakasih', 'broo']",terimakasih broo
keterangan utk tidak ada rute bikin bingung atau tidak ada opsi rute lainnya,2,1,,2022-03-18 09:37:44,,,"['keterangan', 'utk', 'tidak', 'ada', 'rute', 'bikin', 'bingung', 'atau', 'tidak', 'ada', 'opsi', 'rute', 'lainnya']","['keterangan', 'utk', 'rute', 'bikin', 'bingung', 'opsi', 'rute']","['terang', 'utk', 'rute', 'bikin', 'bingung', 'opsi', 'rute']",terang utk rute bikin bingung opsi rute
