content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,content_cleaned,content_cleaned_stopwords,tokens,clean_tokens,stemmed_tokens,final_text,text_length,score_label
"bisnya ngebug ga jalan, jadi kurang yakin bus sudah sampai mana. terus ga bisa zoom in zoom out leluasa (kadang bisa kadang ga bisa) enak versi lama, bisa zoom in zoom out lancar sama bus berubah sesuai lokasi.",3,17,2.0.2,2022-05-20 08:37:45,,,bus ngebug tidak jalan jadi kurang yakin bus sudah sampai mana terus tidak bisa zoom in zoom out leluasa kadang bisa kadang tidak bisa enak versi lama bisa zoom in zoom out lancar sama bus berubah sesuai lokasi,bus ngebug jalan bus zoom in zoom out leluasa kadang kadang enak versi zoom in zoom out lancar bus berubah sesuai lokasi,"['bus', 'ngebug', 'tidak', 'jalan', 'jadi', 'kurang', 'yakin', 'bus', 'sudah', 'sampai', 'mana', 'terus', 'tidak', 'bisa', 'zoom', 'in', 'zoom', 'out', 'leluasa', 'kadang', 'bisa', 'kadang', 'tidak', 'bisa', 'enak', 'versi', 'lama', 'bisa', 'zoom', 'in', 'zoom', 'out', 'lancar', 'sama', 'bus', 'berubah', 'sesuai', 'lokasi']","['bus', 'ngebug', 'jalan', 'bus', 'zoom', 'in', 'zoom', 'out', 'leluasa', 'kadang', 'kadang', 'enak', 'versi', 'zoom', 'in', 'zoom', 'out', 'lancar', 'bus', 'berubah', 'sesuai', 'lokasi']","['bus', 'ngebug', 'jalan', 'bus', 'zoom', 'in', 'zoom', 'out', 'leluasa', 'kadang', 'kadang', 'enak', 'versi', 'zoom', 'in', 'zoom', 'out', 'lancar', 'bus', 'ubah', 'sesuai', 'lokasi']",bus ngebug jalan bus zoom in zoom out leluasa kadang kadang enak versi zoom in zoom out lancar bus ubah sesuai lokasi,22,Neutral
kenapa sering eror... dari kmaren eror trus.. dimaps busnya.gk jalan,3,0,2.0.2,2022-05-20 06:37:40,,,kenapa sering error dari kmaren error terus dimaps bus tidak jalan,error kmaren error dimaps bus jalan,"['kenapa', 'sering', 'error', 'dari', 'kmaren', 'error', 'terus', 'dimaps', 'bus', 'tidak', 'jalan']","['error', 'kmaren', 'error', 'dimaps', 'bus', 'jalan']","['error', 'kmaren', 'error', 'dimaps', 'bus', 'jalan']",error kmaren error dimaps bus jalan,6,Neutral
"ngga akurat, posisi busnya ngga sesuai. enakan versi sebelumnya",2,5,2.0.2,2022-05-20 03:46:55,,,tidak akurat posisi bus tidak sesuai enakan versi sebelumnya,akurat posisi bus sesuai enakan versi,"['tidak', 'akurat', 'posisi', 'bus', 'tidak', 'sesuai', 'enakan', 'versi', 'sebelumnya']","['akurat', 'posisi', 'bus', 'sesuai', 'enakan', 'versi']","['akurat', 'posisi', 'bus', 'sesuai', 'enak', 'versi']",akurat posisi bus sesuai enak versi,6,Negative
"gak worth it, gak akurat bus nya dimana titiknya dimana, sampainya juga gak akutat tolong lebih di perbaiki dong",1,2,2.0.2,2022-05-20 00:47:50,,,tidak worth it tidak akurat bus nya dimana titiknya dimana sampainya juga tidak akutat tolong lebih di perbaiki dong,worth it akurat bus dimana titiknya dimana sampainya akutat tolong perbaiki,"['tidak', 'worth', 'it', 'tidak', 'akurat', 'bus', 'nya', 'dimana', 'titiknya', 'dimana', 'sampainya', 'juga', 'tidak', 'akutat', 'tolong', 'lebih', 'di', 'perbaiki', 'dong']","['worth', 'it', 'akurat', 'bus', 'dimana', 'titiknya', 'dimana', 'sampainya', 'akutat', 'tolong', 'perbaiki']","['worth', 'it', 'akurat', 'bus', 'mana', 'titik', 'mana', 'sampai', 'akutat', 'tolong', 'baik']",worth it akurat bus mana titik mana sampai akutat tolong baik,11,Negative
"nice, jadi ga ketinggalan bus karna bisa lacak busnya, ada rute, dan sekarang udah bisa beli tiket online ",5,0,,2022-05-16 14:50:46,,,nice jadi tidak ketinggalan bus karna bisa lacak bus ada rute dan sekarang udah bisa beli tiket online,nice ketinggalan bus karna lacak bus rute udah beli tiket online,"['nice', 'jadi', 'tidak', 'ketinggalan', 'bus', 'karna', 'bisa', 'lacak', 'bus', 'ada', 'rute', 'dan', 'sekarang', 'udah', 'bisa', 'beli', 'tiket', 'online']","['nice', 'ketinggalan', 'bus', 'karna', 'lacak', 'bus', 'rute', 'udah', 'beli', 'tiket', 'online']","['nice', 'tinggal', 'bus', 'karna', 'lacak', 'bus', 'rute', 'udah', 'beli', 'tiket', 'online']",nice tinggal bus karna lacak bus rute udah beli tiket online,11,Positive
"pas diupdate ui nya masih kurang enak, karena susah untuk zoom in zoom out mapsnya, terus gak ada fitur untuk ngeliat posisi sekarang masih lebih enak versi sebelumnya pas belum diupdate",3,1,1.0.7,2022-05-13 02:40:44,,,pas diupdate ui nya masih kurang enak karena susah untuk zoom in zoom out mapsnya terus tidak ada fitur untuk ngeliat posisi sekarang masih lebih enak versi sebelumnya pas belum diupdate,pas diupdate ui enak susah zoom in zoom out mapsnya fitur ngeliat posisi enak versi pas diupdate,"['pas', 'diupdate', 'ui', 'nya', 'masih', 'kurang', 'enak', 'karena', 'susah', 'untuk', 'zoom', 'in', 'zoom', 'out', 'mapsnya', 'terus', 'tidak', 'ada', 'fitur', 'untuk', 'ngeliat', 'posisi', 'sekarang', 'masih', 'lebih', 'enak', 'versi', 'sebelumnya', 'pas', 'belum', 'diupdate']","['pas', 'diupdate', 'ui', 'enak', 'susah', 'zoom', 'in', 'zoom', 'out', 'mapsnya', 'fitur', 'ngeliat', 'posisi', 'enak', 'versi', 'pas', 'diupdate']","['pas', 'diupdate', 'ui', 'enak', 'susah', 'zoom', 'in', 'zoom', 'out', 'mapsnya', 'fitur', 'ngeliat', 'posisi', 'enak', 'versi', 'pas', 'diupdate']",pas diupdate ui enak susah zoom in zoom out mapsnya fitur ngeliat posisi enak versi pas diupdate,17,Neutral
"aplikasi yang sangat membantu, saya bisa mengetahui posisi bis saya ada dimana",5,0,2.0.2,2022-05-13 00:40:55,,,aplikasi yang sangat membantu saya bisa mengetahui posisi bus saya ada dimana,aplikasi membantu posisi bus dimana,"['aplikasi', 'yang', 'sangat', 'membantu', 'saya', 'bisa', 'mengetahui', 'posisi', 'bus', 'saya', 'ada', 'dimana']","['aplikasi', 'membantu', 'posisi', 'bus', 'dimana']","['aplikasi', 'bantu', 'posisi', 'bus', 'mana']",aplikasi bantu posisi bus mana,5,Positive
di tj saya ketemu pacar makasi,5,2,2.0.2,2022-05-10 10:24:23,,,di transjogja saya ketemu pacar terimakasih,transjogja ketemu pacar terimakasih,"['di', 'transjogja', 'saya', 'ketemu', 'pacar', 'terimakasih']","['transjogja', 'ketemu', 'pacar', 'terimakasih']","['transjogja', 'ketemu', 'pacar', 'terimakasih']",transjogja ketemu pacar terimakasih,4,Positive
sangat memudahkan sekali asal tau cara pakainya,5,0,2.0.0,2022-05-06 06:33:20,,,sangat memudahkan sekali asal tahu cara pakainya,memudahkan pakainya,"['sangat', 'memudahkan', 'sekali', 'asal', 'tahu', 'cara', 'pakainya']","['memudahkan', 'pakainya']","['mudah', 'pakai']",mudah pakai,2,Positive
"pak, lebih enak liat ini bis 1b, 2a, 3b, daripada ngliat plat bisnya. sebagai penumpang, saya jd gak tau bis terdekat itu bis apa.",4,9,2.0.0,2022-04-18 10:30:31,"Hi kak Fiore, terimakasih atas masukkannya. Tunggu update dari kami yah :)",2022-04-22 06:37:57,pak lebih enak lihat ini bus b a b daripada ngliat plat bus sebagai penumpang saya jadi tidak tahu bus terdekat itu bus apa,enak lihat bus b a b ngliat plat bus penumpang bus terdekat bus,"['pak', 'lebih', 'enak', 'lihat', 'ini', 'bus', 'b', 'a', 'b', 'daripada', 'ngliat', 'plat', 'bus', 'sebagai', 'penumpang', 'saya', 'jadi', 'tidak', 'tahu', 'bus', 'terdekat', 'itu', 'bus', 'apa']","['enak', 'lihat', 'bus', 'b', 'a', 'b', 'ngliat', 'plat', 'bus', 'penumpang', 'bus', 'terdekat', 'bus']","['enak', 'lihat', 'bus', 'b', 'a', 'b', 'ngliat', 'plat', 'bus', 'tumpang', 'bus', 'dekat', 'bus']",enak lihat bus b a b ngliat plat bus tumpang bus dekat bus,13,Positive
terimakasih broo,5,0,2.0.0,2022-04-15 08:31:06,,,terimakasih bro,terimakasih bro,"['terimakasih', 'bro']","['terimakasih', 'bro']","['terimakasih', 'bro']",terimakasih bro,2,Positive
"keterangan utk ""tidak ada rute"" bikin bingung, atau tidak ada opsi rute lainnya",2,1,,2022-03-18 09:37:44,,,keterangan untuk tidak ada rute bikin bingung atau tidak ada opsi rute lainnya,keterangan rute bikin bingung opsi rute,"['keterangan', 'untuk', 'tidak', 'ada', 'rute', 'bikin', 'bingung', 'atau', 'tidak', 'ada', 'opsi', 'rute', 'lainnya']","['keterangan', 'rute', 'bikin', 'bingung', 'opsi', 'rute']","['terang', 'rute', 'bikin', 'bingung', 'opsi', 'rute']",terang rute bikin bingung opsi rute,6,Negative
mudah digunakan dan real time,5,3,1.0.8,2022-03-12 02:35:54,,,mudah digunakan dan real time,mudah real time,"['mudah', 'digunakan', 'dan', 'real', 'time']","['mudah', 'real', 'time']","['mudah', 'real', 'time']",mudah real time,3,Positive
tidak ada informasi apapun yg bisa dimanfaatkan dari app ini,1,1,,2022-03-08 01:38:25,,,tidak ada informasi apapun yang bisa dimanfaatkan dari aplikasi ini,informasi apapun dimanfaatkan aplikasi,"['tidak', 'ada', 'informasi', 'apapun', 'yang', 'bisa', 'dimanfaatkan', 'dari', 'aplikasi', 'ini']","['informasi', 'apapun', 'dimanfaatkan', 'aplikasi']","['informasi', 'apa', 'manfaat', 'aplikasi']",informasi apa manfaat aplikasi,4,Negative
tepat wkt,5,1,1.0.8,2022-03-02 04:37:49,,,tepat wkt,tepat wkt,"['tepat', 'wkt']","['tepat', 'wkt']","['tepat', 'wkt']",tepat wkt,2,Positive
"aplikasi pemerintah emg selalu gini, masa kalah sama aplikasi perusahaan swasta. budgetnya di kemanain !? hadehhhhh",2,11,1.0.8,2022-02-28 12:16:31,,,aplikasi pemerintah emg selalu gini masa kalah sama aplikasi perusahaan swasta budgetnya di kemanain hadehhh,aplikasi pemerintah emg gini kalah aplikasi perusahaan swasta budgetnya kemanain hadehhh,"['aplikasi', 'pemerintah', 'emg', 'selalu', 'gini', 'masa', 'kalah', 'sama', 'aplikasi', 'perusahaan', 'swasta', 'budgetnya', 'di', 'kemanain', 'hadehhh']","['aplikasi', 'pemerintah', 'emg', 'gini', 'kalah', 'aplikasi', 'perusahaan', 'swasta', 'budgetnya', 'kemanain', 'hadehhh']","['aplikasi', 'perintah', 'emg', 'gin', 'kalah', 'aplikasi', 'usaha', 'swasta', 'budgetnya', 'kemanain', 'hadehhh']",aplikasi perintah emg gin kalah aplikasi usaha swasta budgetnya kemanain hadehhh,11,Negative
bersih dan sangat nyaman untuk digunakan,5,3,1.0.8,2022-02-26 08:26:25,,,bersih dan sangat nyaman untuk digunakan,bersih nyaman,"['bersih', 'dan', 'sangat', 'nyaman', 'untuk', 'digunakan']","['bersih', 'nyaman']","['bersih', 'nyaman']",bersih nyaman,2,Positive
"kurang responsif layaknya google map, butuh sedikit lagi perbaikan. aplikasi ini memiliki potensi yang bagus sebenarnya hanya ada beberapa hal yang sudah bisa dilakukan oleh google map yang tidak bisa dilakukan aplikasi ini.",2,5,1.0.7,2022-02-21 06:22:21,,,kurang responsif layaknya google map butuh sedikit lagi perbaikan aplikasi ini memiliki potensi yang bagus sebenarnya hanya ada beberapa hal yang sudah bisa dilakukan oleh google map yang tidak bisa dilakukan aplikasi ini,responsif layaknya google map butuh perbaikan aplikasi memiliki potensi bagus google map aplikasi,"['kurang', 'responsif', 'layaknya', 'google', 'map', 'butuh', 'sedikit', 'lagi', 'perbaikan', 'aplikasi', 'ini', 'memiliki', 'potensi', 'yang', 'bagus', 'sebenarnya', 'hanya', 'ada', 'beberapa', 'hal', 'yang', 'sudah', 'bisa', 'dilakukan', 'oleh', 'google', 'map', 'yang', 'tidak', 'bisa', 'dilakukan', 'aplikasi', 'ini']","['responsif', 'layaknya', 'google', 'map', 'butuh', 'perbaikan', 'aplikasi', 'memiliki', 'potensi', 'bagus', 'google', 'map', 'aplikasi']","['responsif', 'layak', 'google', 'map', 'butuh', 'baik', 'aplikasi', 'milik', 'potensi', 'bagus', 'google', 'map', 'aplikasi']",responsif layak google map butuh baik aplikasi milik potensi bagus google map aplikasi,13,Negative
setelah diperbaiki malah semakin parah. sekarang tidak bisa untuk memantau pergerakan bus.,2,1,1.0.7,2022-02-19 05:20:27,,,setelah diperbaiki malah semakin parah sekarang tidak bisa untuk memantau pergerakan bus,diperbaiki parah memantau pergerakan bus,"['setelah', 'diperbaiki', 'malah', 'semakin', 'parah', 'sekarang', 'tidak', 'bisa', 'untuk', 'memantau', 'pergerakan', 'bus']","['diperbaiki', 'parah', 'memantau', 'pergerakan', 'bus']","['baik', 'parah', 'pantau', 'gera', 'bus']",baik parah pantau gera bus,5,Negative
sampe kapan ini app nya le errorr???,1,1,1.0.7,2022-02-17 01:50:24,,,sampai kapan ini aplikasi nya le error,aplikasi le error,"['sampai', 'kapan', 'ini', 'aplikasi', 'nya', 'le', 'error']","['aplikasi', 'le', 'error']","['aplikasi', 'le', 'error']",aplikasi le error,3,Negative
thank u,5,1,1.0.7,2022-02-16 04:16:28,,,thank u,thank u,"['thank', 'u']","['thank', 'u']","['thank', 'u']",thank u,2,Positive
"udah seminggu gak bs di pakai liat jadwal,perbaiki dong min",2,1,1.0.7,2022-02-16 01:50:04,,,udah seminggu tidak bisa di pakai lihat jadwal perbaiki dong min,udah seminggu pakai lihat jadwal perbaiki min,"['udah', 'seminggu', 'tidak', 'bisa', 'di', 'pakai', 'lihat', 'jadwal', 'perbaiki', 'dong', 'min']","['udah', 'seminggu', 'pakai', 'lihat', 'jadwal', 'perbaiki', 'min']","['udah', 'minggu', 'pakai', 'lihat', 'jadwal', 'baik', 'min']",udah minggu pakai lihat jadwal baik min,7,Negative
"aplikasinya eror mulu buset dah, gak bisa lihat bis terdekat keterangannya tidak dapat terhubung keserver padahal butuh banget aplikasi ini tolong di perbaiki ya",2,1,1.0.7,2022-02-16 00:49:18,,,aplikasi error mulu buset sudah tidak bisa lihat bus terdekat keterangannya tidak dapat terhubung keserver padahal butuh banget aplikasi ini tolong di perbaiki ya,aplikasi error mulu buset lihat bus terdekat keterangannya terhubung keserver butuh banget aplikasi tolong perbaiki,"['aplikasi', 'error', 'mulu', 'buset', 'sudah', 'tidak', 'bisa', 'lihat', 'bus', 'terdekat', 'keterangannya', 'tidak', 'dapat', 'terhubung', 'keserver', 'padahal', 'butuh', 'banget', 'aplikasi', 'ini', 'tolong', 'di', 'perbaiki', 'ya']","['aplikasi', 'error', 'mulu', 'buset', 'lihat', 'bus', 'terdekat', 'keterangannya', 'terhubung', 'keserver', 'butuh', 'banget', 'aplikasi', 'tolong', 'perbaiki']","['aplikasi', 'error', 'mulu', 'buset', 'lihat', 'bus', 'dekat', 'terang', 'hubung', 'keserver', 'butuh', 'banget', 'aplikasi', 'tolong', 'baik']",aplikasi error mulu buset lihat bus dekat terang hubung keserver butuh banget aplikasi tolong baik,15,Negative
ada masalah tidak terhubung dengan server,4,1,1.0.7,2022-02-15 11:05:18,,,ada masalah tidak terhubung dengan server,terhubung server,"['ada', 'masalah', 'tidak', 'terhubung', 'dengan', 'server']","['terhubung', 'server']","['hubung', 'server']",hubung server,2,Positive
"beberapa hari tidak bisa terhubung ke server, mohon segera diperbaiki",3,1,1.0.7,2022-02-15 00:55:14,,,beberapa hari tidak bisa terhubung ke server mohon segera diperbaiki,terhubung server mohon diperbaiki,"['beberapa', 'hari', 'tidak', 'bisa', 'terhubung', 'ke', 'server', 'mohon', 'segera', 'diperbaiki']","['terhubung', 'server', 'mohon', 'diperbaiki']","['hubung', 'server', 'mohon', 'baik']",hubung server mohon baik,4,Neutral
kenapa aplikasi ini tidak mau nnymbung ke server? padhal sudah update,1,1,1.0.7,2022-02-14 04:59:31,,,kenapa aplikasi ini tidak mau nnymbung ke server padhal sudah update,aplikasi nnymbung server padhal update,"['kenapa', 'aplikasi', 'ini', 'tidak', 'mau', 'nnymbung', 'ke', 'server', 'padhal', 'sudah', 'update']","['aplikasi', 'nnymbung', 'server', 'padhal', 'update']","['aplikasi', 'nnymbung', 'server', 'padhal', 'update']",aplikasi nnymbung server padhal update,5,Negative
tidak bisa terhubung se server,1,0,,2022-02-13 23:37:48,,,tidak bisa terhubung se server,terhubung server,"['tidak', 'bisa', 'terhubung', 'se', 'server']","['terhubung', 'server']","['hubung', 'server']",hubung server,2,Negative
"knapa akhir2 ini erorr, tidak bisa melihat bis nya smp mna.. mhon diperbaiki lagi trmksh",4,1,1.0.7,2022-02-13 07:55:08,,,knapa akhir ini error tidak bisa melihat bus nya smp mna mhon diperbaiki lagi trmksh,knapa error bus smp mna mhon diperbaiki trmksh,"['knapa', 'akhir', 'ini', 'error', 'tidak', 'bisa', 'melihat', 'bus', 'nya', 'smp', 'mna', 'mhon', 'diperbaiki', 'lagi', 'trmksh']","['knapa', 'error', 'bus', 'smp', 'mna', 'mhon', 'diperbaiki', 'trmksh']","['knapa', 'error', 'bus', 'smp', 'mna', 'mhon', 'baik', 'trmksh']",knapa error bus smp mna mhon baik trmksh,8,Positive
"dulu bisa lancar dan bagus aplikasinya, tapi... dari kemarin aplikasi ini di perangkat saya tidak bisa dipakai, ada info tidak terhubung dengan server, itu bagaimana yaaa???",2,3,1.0.7,2022-02-13 02:05:32,,,dulu bisa lancar dan bagus aplikasi tapi dari kemarin aplikasi ini di perangkat saya tidak bisa dipakai ada info tidak terhubung dengan server itu bagaimana ya,lancar bagus aplikasi kemarin aplikasi perangkat dipakai info terhubung server,"['dulu', 'bisa', 'lancar', 'dan', 'bagus', 'aplikasi', 'tapi', 'dari', 'kemarin', 'aplikasi', 'ini', 'di', 'perangkat', 'saya', 'tidak', 'bisa', 'dipakai', 'ada', 'info', 'tidak', 'terhubung', 'dengan', 'server', 'itu', 'bagaimana', 'ya']","['lancar', 'bagus', 'aplikasi', 'kemarin', 'aplikasi', 'perangkat', 'dipakai', 'info', 'terhubung', 'server']","['lancar', 'bagus', 'aplikasi', 'kemarin', 'aplikasi', 'perangkat', 'pakai', 'info', 'hubung', 'server']",lancar bagus aplikasi kemarin aplikasi perangkat pakai info hubung server,10,Negative
kok udh 2 hari ga bs dipake sich? parah niih...,2,1,1.0.7,2022-02-12 08:52:57,,,kok udh hari tidak bisa dipakai sich parah niih,udh dipakai sich parah niih,"['kok', 'udh', 'hari', 'tidak', 'bisa', 'dipakai', 'sich', 'parah', 'niih']","['udh', 'dipakai', 'sich', 'parah', 'niih']","['udh', 'pakai', 'sich', 'parah', 'niih']",udh pakai sich parah niih,5,Negative
"aplikasi kebanyakan erornya ketimbang membantunya. bolak balik cek koneksi internet. tulisannya kalo ga periksa sambungan internet null, ya periksa sambungan internet 500. nal nul nal nul mbahmu. pake wifi ga bs, pake paket data juga gak bisa. percuma wess, tanya petugas halte aja sudah.",1,11,1.0.7,2022-02-12 07:29:31,,,aplikasi kebanyakan erornya ketimbang membantunya bolak balik cek koneksi internet tulisannya kalau tidak periksa sambungan internet nul ya periksa sambungan internet nal nul nal nul mbahmu pakai wifi tidak bisa pakai paket data juga tidak bisa percuma wes tanya petugas halte saja sudah,aplikasi kebanyakan erornya ketimbang membantunya bolak cek koneksi internet tulisannya periksa sambungan internet nul periksa sambungan internet nal nul nal nul mbahmu pakai wifi pakai paket data wes petugas halte,"['aplikasi', 'kebanyakan', 'erornya', 'ketimbang', 'membantunya', 'bolak', 'balik', 'cek', 'koneksi', 'internet', 'tulisannya', 'kalau', 'tidak', 'periksa', 'sambungan', 'internet', 'nul', 'ya', 'periksa', 'sambungan', 'internet', 'nal', 'nul', 'nal', 'nul', 'mbahmu', 'pakai', 'wifi', 'tidak', 'bisa', 'pakai', 'paket', 'data', 'juga', 'tidak', 'bisa', 'percuma', 'wes', 'tanya', 'petugas', 'halte', 'saja', 'sudah']","['aplikasi', 'kebanyakan', 'erornya', 'ketimbang', 'membantunya', 'bolak', 'cek', 'koneksi', 'internet', 'tulisannya', 'periksa', 'sambungan', 'internet', 'nul', 'periksa', 'sambungan', 'internet', 'nal', 'nul', 'nal', 'nul', 'mbahmu', 'pakai', 'wifi', 'pakai', 'paket', 'data', 'wes', 'petugas', 'halte']","['aplikasi', 'banyak', 'eror', 'ketimbang', 'bantu', 'bolak', 'cek', 'koneksi', 'internet', 'tulis', 'periksa', 'sambung', 'internet', 'nul', 'periksa', 'sambung', 'internet', 'nal', 'nul', 'nal', 'nul', 'mbah', 'pakai', 'wifi', 'pakai', 'paket', 'data', 'wes', 'tugas', 'halte']",aplikasi banyak eror ketimbang bantu bolak cek koneksi internet tulis periksa sambung internet nul periksa sambung internet nal nul nal nul mbah pakai wifi pakai paket data wes tugas halte,30,Negative
semenjak pertama kali donlot mah lancar tp sekarang mulai lemot banget padahal kuota masih banyak,4,1,1.0.7,2022-02-12 04:27:15,,,semenjak pertama kali donlot mah lancar tapi sekarang mulai lemot banget padahal kuota masih banyak,semenjak kali donlot lancar lemot banget kuota,"['semenjak', 'pertama', 'kali', 'donlot', 'mah', 'lancar', 'tapi', 'sekarang', 'mulai', 'lemot', 'banget', 'padahal', 'kuota', 'masih', 'banyak']","['semenjak', 'kali', 'donlot', 'lancar', 'lemot', 'banget', 'kuota']","['semenjak', 'kali', 'donlot', 'lancar', 'lot', 'banget', 'kuota']",semenjak kali donlot lancar lot banget kuota,7,Positive
bisa liat bis tran posisi dimana,5,0,,2022-01-31 02:46:44,,,bisa lihat bus tran posisi dimana,lihat bus tran posisi dimana,"['bisa', 'lihat', 'bus', 'tran', 'posisi', 'dimana']","['lihat', 'bus', 'tran', 'posisi', 'dimana']","['lihat', 'bus', 'tran', 'posisi', 'mana']",lihat bus tran posisi mana,5,Positive
"sayangnya aplikasi ini tidak banyak membantu apa yang saya inginkan, karena untuk mencapai tujuan tak ada info dilanjutkan dengan bis rute yang mana,kalau harus ganti bis di halte mana.",1,3,,2022-01-26 16:19:53,,,sayangnya aplikasi ini tidak banyak membantu apa yang saya inginkan karena untuk mencapai tujuan tidak ada info dilanjutkan dengan bus rute yang mana kalau harus ganti bus di halte mana,sayangnya aplikasi membantu mencapai tujuan info dilanjutkan bus rute ganti bus halte,"['sayangnya', 'aplikasi', 'ini', 'tidak', 'banyak', 'membantu', 'apa', 'yang', 'saya', 'inginkan', 'karena', 'untuk', 'mencapai', 'tujuan', 'tidak', 'ada', 'info', 'dilanjutkan', 'dengan', 'bus', 'rute', 'yang', 'mana', 'kalau', 'harus', 'ganti', 'bus', 'di', 'halte', 'mana']","['sayangnya', 'aplikasi', 'membantu', 'mencapai', 'tujuan', 'info', 'dilanjutkan', 'bus', 'rute', 'ganti', 'bus', 'halte']","['sayang', 'aplikasi', 'bantu', 'capai', 'tuju', 'info', 'lanjut', 'bus', 'rute', 'ganti', 'bus', 'halte']",sayang aplikasi bantu capai tuju info lanjut bus rute ganti bus halte,12,Negative
sayangnya deteksi lokasi atau posisi si pemilik akun sering salah,3,0,,2022-01-21 00:41:04,,,sayangnya deteksi lokasi atau posisi si pemilik akun sering salah,sayangnya deteksi lokasi posisi si pemilik akun salah,"['sayangnya', 'deteksi', 'lokasi', 'atau', 'posisi', 'si', 'pemilik', 'akun', 'sering', 'salah']","['sayangnya', 'deteksi', 'lokasi', 'posisi', 'si', 'pemilik', 'akun', 'salah']","['sayang', 'deteksi', 'lokasi', 'posisi', 'si', 'milik', 'akun', 'salah']",sayang deteksi lokasi posisi si milik akun salah,8,Neutral
"ulasan : 1. rute koridor 1 ( godean ) & 2 ( ngaglik ) serta 3 ( ngemplak ) mohon ditambahkan di aplikasi ini. 2. bisa ditambahkan estimasi waktu kedatangan antar bus ? sementara itu dulu ulasannya, tengkyuuu..",4,3,1.0.7,2022-01-12 13:44:09,,,ulasan rute koridor godean ngaglik serta ngemplak mohon ditambahkan di aplikasi ini bisa ditambahkan estimasi waktu kedatangan antar bus sementara itu dulu ulasannya tengkyu,ulasan rute koridor godean ngaglik ngemplak mohon aplikasi estimasi kedatangan bus ulasannya tengkyu,"['ulasan', 'rute', 'koridor', 'godean', 'ngaglik', 'serta', 'ngemplak', 'mohon', 'ditambahkan', 'di', 'aplikasi', 'ini', 'bisa', 'ditambahkan', 'estimasi', 'waktu', 'kedatangan', 'antar', 'bus', 'sementara', 'itu', 'dulu', 'ulasannya', 'tengkyu']","['ulasan', 'rute', 'koridor', 'godean', 'ngaglik', 'ngemplak', 'mohon', 'aplikasi', 'estimasi', 'kedatangan', 'bus', 'ulasannya', 'tengkyu']","['ulas', 'rute', 'koridor', 'godean', 'ngaglik', 'ngemplak', 'mohon', 'aplikasi', 'estimasi', 'datang', 'bus', 'ulas', 'tengkyu']",ulas rute koridor godean ngaglik ngemplak mohon aplikasi estimasi datang bus ulas tengkyu,13,Positive
